SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,xPos,yPos,zPos,xRot,yRot,zRot
0,6_4,17_35_1,23.69528,1,0,0,0,0.02079964,-0.05993426,1.093504,-0.2735683,359.0708,351.5223,359.0706,
0,6_4,17_35_1,23.70741,1,0,0,0,0.03293037,-0.05994701,1.09352,-0.273595,359.0803,351.5208,359.0897,
0,6_4,17_35_1,23.71543,1,0,0,0,0.04095459,-0.0599755,1.09351,-0.2736041,359.0766,351.5221,359.1017,
0,6_4,17_35_1,23.72352,1,0,0,0,0.04903984,-0.0599823,1.093517,-0.2736552,359.0861,351.5427,359.1114,
0,6_4,17_35_1,23.73445,1,0,0,0,0.05997086,-0.05998111,1.093496,-0.2736734,359.076,351.537,359.1234,
0,6_4,17_35_1,23.74568,1,0,0,0,0.07119942,-0.05992758,1.09351,-0.2737612,359.0919,351.5438,359.1295,
0,6_4,17_35_1,23.75686,1,0,0,0,0.0823822,-0.05986166,1.093514,-0.2736884,359.1072,351.5582,359.1385,
0,6_4,17_35_1,23.76804,1,0,0,0,0.09356499,-0.05992162,1.093495,-0.2737088,359.0966,351.5735,359.1385,
0,6_4,17_35_1,23.77895,1,0,0,0,0.104475,-0.05998921,1.093433,-0.2737768,359.0826,351.5704,359.1354,
0,6_4,17_35_1,23.79026,1,0,0,0,0.1157799,-0.06000435,1.093419,-0.2737955,359.0741,351.5717,359.1469,
0,6_4,17_35_1,23.80153,1,0,0,0,0.1270523,-0.06001735,1.093458,-0.2738638,359.0587,351.5698,359.159,
0,6_4,17_35_1,23.8171,1,0,0,0,0.142622,-0.06005466,1.093489,-0.2739102,359.0312,351.5657,359.1601,
0,6_4,17_35_1,23.8322,1,0,0,0,0.1577206,-0.06008995,1.093485,-0.2739481,359.0431,351.549,359.1661,
0,6_4,17_35_1,23.84066,1,0,0,0,0.1661816,-0.06004369,1.093533,-0.2739774,359.0425,351.5423,359.1678,
0,6_4,17_35_1,23.84851,1,0,0,0,0.1740303,-0.06009245,1.093534,-0.2740043,359.0533,351.5311,359.1703,
0,6_4,17_35_1,23.85655,1,0,0,0,0.1820755,-0.06006396,1.093548,-0.2740527,359.0547,351.5234,359.1828,
0,6_4,17_35_1,23.86769,1,0,0,0,0.1932182,-0.0601182,1.093541,-0.274088,359.0574,351.5134,359.1866,
0,6_4,17_35_1,23.87936,1,0,0,0,0.2048855,-0.060202,1.093509,-0.2740552,359.0439,351.5079,359.1943,
0,6_4,17_35_1,23.89003,1,0,0,0,0.2155495,-0.06024694,1.093492,-0.2740856,359.0432,351.5,359.213,
0,6_4,17_35_1,23.90106,1,0,0,0,0.2265854,-0.06031263,1.093424,-0.2741594,359.0304,351.4883,359.2419,
0,6_4,17_35_1,23.91267,1,0,0,0,0.2381916,-0.06037652,1.093446,-0.2742376,359.0238,351.4941,359.2487,
0,6_4,17_35_1,23.9235,1,0,0,0,0.2490234,-0.06036818,1.093437,-0.27432,359.0072,351.4856,359.2487,
0,6_4,17_35_1,23.93439,1,0,0,0,0.2599182,-0.06040013,1.09345,-0.274391,358.9967,351.4806,359.2389,
0,6_4,17_35_1,23.946,1,0,0,0,0.2715225,-0.06042135,1.09347,-0.2743563,358.9962,351.4854,359.2312,
0,6_4,17_35_1,23.9566,1,0,0,0,0.2821274,-0.06045568,1.093466,-0.2744077,358.9858,351.4768,359.2262,
0,6_4,17_35_1,23.9714,1,0,0,0,0.2969246,-0.06052482,1.093391,-0.2744894,358.9827,351.4814,359.2371,
