0,3_27,15_34_11,1.98158,1,0,0,0,0,(-0.10, 0.06, 0.17)
0,3_27,15_34_11,1.997431,1,0,0,0,0.01585066,(-0.09, 0.06, 0.17)
0,3_27,15_34_11,2.009311,1,0,0,0,0.02773094,(-0.09, 0.06, 0.15)
0,3_27,15_34_11,2.02099,1,0,0,0,0.03940916,(-0.08, 0.06, 0.13)
0,3_27,15_34_11,2.0325,1,0,0,0,0.05091906,(-0.08, 0.06, 0.13)
0,3_27,15_34_11,2.045241,1,0,0,0,0.06366062,(-0.08, 0.06, 0.12)
0,3_27,15_34_11,2.058053,1,0,0,0,0.07647276,(-0.08, 0.06, 0.12)
0,3_27,15_34_11,2.070729,1,0,0,0,0.08914804,(-0.08, 0.06, 0.12)
0,3_27,15_34_11,2.083729,1,0,0,0,0.1021483,(-0.08, 0.06, 0.12)
0,3_27,15_34_11,2.096741,1,0,0,0,0.1151607,(-0.08, 0.06, 0.13)
0,3_27,15_34_11,2.110706,1,0,0,0,0.1291258,(-0.08, 0.06, 0.13)
0,3_27,15_34_11,2.123034,1,0,0,0,0.1414537,(-0.08, 0.06, 0.13)
0,3_27,15_34_11,2.1347,1,0,0,0,0.1531193,(-0.08, 0.06, 0.13)
0,3_27,15_34_11,2.14641,1,0,0,0,0.1648297,(-0.08, 0.06, 0.13)
0,3_27,15_34_11,2.158427,1,0,0,0,0.1768467,(-0.07, 0.06, 0.15)
0,3_27,15_34_11,2.170403,1,0,0,0,0.1888227,(-0.03, 0.06, 0.34)
0,3_27,15_34_11,2.183369,1,0,0,0,0.2017884,(-0.01, 0.06, 0.47)
0,3_27,15_34_11,2.196056,1,0,0,0,0.2144752,(0.01, 0.06, 0.70)
0,3_27,15_34_11,2.207741,1,0,0,0,0.2261605,(0.02, 0.06, 0.73)
0,3_27,15_34_11,2.220185,1,0,0,0,0.2386045,(0.01, 0.06, 0.73)
0,3_27,15_34_11,2.236187,1,0,0,0,0.2546062,(0.02, 0.06, 0.74)
0,3_27,15_34_11,2.248784,1,0,0,0,0.2672033,(0.05, 0.06, 0.76)
0,3_27,15_34_11,2.260785,1,0,0,0,0.2792046,(0.04, 0.06, 0.77)
0,3_27,15_34_11,2.272782,1,0,0,0,0.2912014,(0.06, 0.06, 0.77)
0,3_27,15_34_11,2.284671,1,0,0,0,0.3030903,(0.07, 0.06, 0.79)
0,3_27,15_34_11,2.296757,1,0,0,0,0.3151767,(0.10, 0.06, 0.78)
0,3_27,15_34_11,2.308895,1,0,0,0,0.3273141,(0.12, 0.06, 0.81)
