,3_9,20_17_48,0.01999999,0,0,0,0,0.01999999,0,1.36144,-1.124,84.4,55.19999,-1.749835E-05,
,3_9,20_17_48,0.08046969,0,0,0,0,0.08046969,0,1.36144,-1.124,87.73904,239.4328,180,
,3_9,20_17_48,0.09395899,0,0,0,0,0.09395899,0,1.36144,-1.124,88.2113,243.075,180,
,3_9,20_17_48,0.1005919,0,0,0,0,0.1005919,0,1.36144,-1.124,88.31055,243.506,179.9999,
,3_9,20_17_48,0.1054783,0,0,0,0,0.1054783,0,1.36144,-1.124,88.33505,243.726,180,
,3_9,20_17_48,0.1109453,0,0,0,0,0.1109453,0,1.36144,-1.124,88.36254,243.8901,180.0001,
,3_9,20_17_48,0.1158072,0,0,0,0,0.1158072,0,1.36144,-1.124,88.41095,244.0359,180,
,3_9,20_17_48,0.1210227,0,0,0,0,0.1210227,0,1.36144,-1.124,88.43728,244.1923,180,
,3_9,20_17_48,0.1263663,0,0,0,0,0.1263663,0,1.36144,-1.124,88.43703,244.2457,180,
,3_9,20_17_48,0.1306998,0,0,0,0,0.1306998,0,1.36144,-1.124,88.43728,244.2674,180,
,3_9,20_17_48,0.1347327,0,0,0,0,0.1347327,0,1.36144,-1.124,88.43728,244.2674,180,
,3_9,20_17_48,0.1396772,0,0,0,0,0.1396772,0,1.36144,-1.124,88.43728,244.2674,180,
,3_9,20_17_48,0.147254,0,0,0,0,0.147254,0,1.36144,-1.124,88.43728,244.2674,180,
,3_9,20_17_48,0.1522552,0,0,0,0,0.1522552,0,1.36144,-1.124,88.43728,244.2674,180,
,3_9,20_17_48,0.1562518,0,0,0,0,0.1562518,0,1.36144,-1.124,88.43728,244.2674,180,
,3_9,20_17_48,0.1602083,0,0,0,0,0.1602083,0,1.36144,-1.124,88.43728,244.2477,180,
,3_9,20_17_48,0.1647967,0,0,0,0,0.1647967,0,1.36144,-1.124,88.43715,244.1788,180,
,3_9,20_17_48,0.1698394,0,0,0,0,0.1698394,0,1.36144,-1.124,88.41193,244.078,180.0001,
,3_9,20_17_48,0.1751108,0,0,0,0,0.1751108,0,1.36144,-1.124,88.38553,243.9725,180,
,3_9,20_17_48,0.1798033,0,0,0,0,0.1798033,0,1.36144,-1.124,88.38553,243.8552,180,
,3_9,20_17_48,0.1847394,0,0,0,0,0.1847394,0,1.36144,-1.124,88.361,243.6824,180,
,3_9,20_17_48,0.1898474,0,0,0,0,0.1898474,0,1.36144,-1.124,88.3354,243.5549,180.0001,
,3_9,20_17_48,0.194243,0,0,0,0,0.194243,0,1.36144,-1.124,88.3354,243.4449,180.0001,
,3_9,20_17_48,0.1986558,0,0,0,0,0.1986558,0,1.36144,-1.124,88.31333,243.3345,180.0001,
,3_9,20_17_48,0.202941,0,0,0,0,0.202941,0,1.36144,-1.124,88.31321,243.2487,179.9999,
,3_9,20_17_48,0.2077119,0,0,0,0,0.2077119,0,1.36144,-1.124,88.31321,243.1295,180,
,3_9,20_17_48,0.2124995,0,0,0,0,0.2124995,0,1.36144,-1.124,88.28936,242.9619,179.9999,
,3_9,20_17_48,0.2171833,0,0,0,0,0.2171833,0,1.36144,-1.124,88.24242,242.845,180,
,3_9,20_17_48,0.2218011,0,0,0,0,0.2218011,0,1.36144,-1.124,88.24242,242.7065,180,
,3_9,20_17_48,0.2264233,0,0,0,0,0.2264233,0,1.36144,-1.124,88.21941,242.5446,180,
,3_9,20_17_48,0.2309025,0,0,0,0,0.2309025,0,1.36144,-1.124,88.2193,242.4327,180,
,3_9,20_17_48,0.2355228,0,0,0,0,0.2355228,0,1.36144,-1.124,88.19615,242.2709,180,
,3_9,20_17_48,0.240407,0,0,0,0,0.240407,0,1.36144,-1.124,88.17179,242.1243,180,
,3_9,20_17_48,0.2450303,0,0,0,0,0.2450303,0,1.36144,-1.124,88.172,242.0088,180,
,3_9,20_17_48,0.2495187,0,0,0,0,0.2495187,0,1.36144,-1.124,88.14945,241.8518,180,
,3_9,20_17_48,0.2539538,0,0,0,0,0.2539538,0,1.36144,-1.124,88.14924,241.763,180,
,3_9,20_17_48,0.2585472,0,0,0,0,0.2585472,0,1.36144,-1.124,88.12633,241.6251,180,
,3_9,20_17_48,0.2634155,0,0,0,0,0.2634155,0,1.36144,-1.124,88.10226,241.5278,180,
,3_9,20_17_48,0.2678741,0,0,0,0,0.2678741,0,1.36144,-1.124,88.10215,241.4611,180.0001,
,3_9,20_17_48,0.2722908,0,0,0,0,0.2722908,0,1.36144,-1.124,88.07991,241.4167,180,
,3_9,20_17_48,0.276757,0,0,0,0,0.276757,0,1.36144,-1.124,88.08011,241.3722,180,
,3_9,20_17_48,0.2813401,0,0,0,0,0.2813401,0,1.36144,-1.124,88.07991,241.3492,180,
,3_9,20_17_48,0.2856492,0,0,0,0,0.2856492,0,1.36144,-1.124,88.07991,241.3492,180,
,3_9,20_17_48,0.2898185,0,0,0,0,0.2898185,0,1.36144,-1.124,88.07991,241.3492,180,
,3_9,20_17_48,0.2941152,0,0,0,0,0.2941152,0,1.36144,-1.124,88.07991,241.3492,180,
,3_9,20_17_48,0.2983002,0,0,0,0,0.2983002,0,1.36144,-1.124,88.07991,241.3492,180,
,3_9,20_17_48,0.3021591,0,0,0,0,0.3021591,0,1.36144,-1.124,88.07991,241.3492,180,
,3_9,20_17_48,0.3065096,0,0,0,0,0.3065096,0,1.36144,-1.124,88.07991,241.3492,180,
,3_9,20_17_48,0.310982,0,0,0,0,0.310982,0,1.36144,-1.124,88.07991,241.3492,180,
,3_9,20_17_48,0.3149983,0,0,0,0,0.3149983,0,1.36144,-1.124,88.07991,241.3492,180,
,3_9,20_17_48,0.3190305,0,0,0,0,0.3190305,0,1.36144,-1.124,88.08011,241.3694,180,
,3_9,20_17_48,0.3239456,0,0,0,0,0.3239456,0,1.36144,-1.124,88.08011,241.4431,180,
,3_9,20_17_48,0.3288096,0,0,0,0,0.3288096,0,1.36144,-1.124,88.03139,241.5403,180,
,3_9,20_17_48,0.3334225,0,0,0,0,0.3334225,0,1.36144,-1.124,88.03139,241.6326,180,
