,3_9,13_27_34,0,0,0,0,0,0,0.00, 0.00,0.00, 1.36, -1.12,0.00, 0.00, 0.00,0.00, 0.00, 0.00,0.00, 0.00, 0.00,0.00, 0.00, 0.00,0.00, 0.00, 0.00,0,0,0,0
,3_9,13_27_35,0.01999999,0,0,0,0,0.01999999,-0.81, 0.45,0.26, 1.86, 0.70,0.00, 0.00, 1.00,0.00, 0.00, 0.00,0.00, 0.00, 0.00,0.00, 0.00, 0.00,0.00, 0.00, 0.00,0,0,0,0
,3_9,13_27_35,0.06718569,0,0,0,0,0.06718569,0.00, 0.10,0.26, 2.33, -0.12,0.00, 0.00, 1.00,0.00, 0.00, 0.00,0.00, 0.00, 0.00,0.00, 0.00, 0.00,0.00, 0.00, 0.00,0,0,0,0
,3_9,13_27_35,0.07681239,0,0,0,0,0.07681239,0.00, 0.10,0.26, 2.33, -0.12,0.00, 0.00, 1.00,0.00, 0.00, 0.00,0.00, 0.00, 0.00,0.00, 0.00, 0.00,0.00, 0.00, 0.00,0,0,0,0
,3_9,13_27_35,0.08421119,0,0,0,0,0.08421119,0.00, 0.10,0.26, 2.33, -0.12,0.00, 0.00, 1.00,0.00, 0.00, 0.00,0.00, 0.00, 0.00,0.00, 0.00, 0.00,0.00, 0.00, 0.00,0,0,0,0
,3_9,13_27_35,0.0893425,0,0,0,0,0.0893425,0.00, 0.10,0.26, 2.33, -0.12,0.00, 0.00, 1.00,0.00, 0.00, 0.00,0.00, 0.00, 0.00,0.00, 0.00, 0.00,0.00, 0.00, 0.00,0,0,0,0
,3_9,13_27_35,0.09395029,0,0,0,0,0.09395029,0.00, 0.10,0.26, 2.33, -0.12,0.00, 0.00, 1.00,0.00, 0.00, 0.00,0.00, 0.00, 0.00,0.00, 0.00, 0.00,0.00, 0.00, 0.00,0,0,0,0
,3_9,13_27_35,0.09861349,0,0,0,0,0.09861349,0.00, 0.10,0.26, 2.33, -0.12,0.00, 0.00, 1.00,0.00, 0.00, 0.00,0.00, 0.00, 0.00,0.00, 0.00, 0.00,0.00, 0.00, 0.00,0,0,0,0
,3_9,13_27_35,0.1031413,0,0,0,0,0.1031413,0.00, 0.10,0.26, 2.33, -0.12,0.00, 0.00, 1.00,0.00, 0.00, 0.00,0.00, 0.00, 0.00,0.00, 0.00, 0.00,0.00, 0.00, 0.00,0,0,0,0
,3_9,13_27_35,0.1083147,0,0,0,0,0.1083147,0.00, 0.10,0.26, 2.33, -0.12,0.00, 0.00, 1.00,0.00, 0.00, 0.00,0.00, 0.00, 0.00,0.00, 0.00, 0.00,0.00, 0.00, 0.00,0,0,0,0
